"WORD" "POLARITY"
"close up" -1
"draw a blank" -1
"embarrass" -1
"freeze" -1
"halt" -1
"hinder" -1
"immobilise" -1
"immobilize" -1
"impede" -1
"jam" -1
"kibosh" -1
"lug" -1
"obstruct" -1
"obturate" -1
"occlude" -1
"parry" -1
"stuff" -1
"stymie" -1
"stymy" -1
"auction block" -1
"blockage" -1
"city block" -1
"closure" -1
"cube" -1
"cylinder block" -1
"engine block" -1
"mental block" -1
"occlusion" -1
"pulley" -1
"pulley block" -1
"pulley-block" -1
"stoppage" -1
"megahit" 3
"smash hit" 3
"out of use(p)" -1
"plugged" -1
"bally(a)" -3
"blinking(a)" -3
"bloody(a)" -3
"blooming(a)" -3
"crashing(a)" -3
"flaming(a)" -3
"fucking(a)" -3
"all-fired" -3
"damn" -3
"bleary" -2
"blurred" -2
"foggy" -2
"fuzzy" -2
"hazy" -2
"muzzy" -2
"big" -2
"braggart(a)" -2
"bragging(a)" -2
"braggy" -2
"cock-a-hoop" -2
"crowing" -2
"self-aggrandising" -2
"self-aggrandizing" -2
"bluff" 2
"sheer" 2
"boldface" 2
"bold face" 2
"bombard" -1
"fail" -1
"flunk" -1
"flush it" -1
"bomb calorimeter" -1
"dud" -1
"turkey" -1
"advance" 1
"encourage" 1
"further" 1
"hike" 1
"hike up" 1
"supercharge" 1
"cost increase" 1
"encouragement" 1
"rise" 1
"drill" -2
"tire" -2
"aegir" -2
"bore-hole" -2
"caliber" -2
"calibre" -2
"drill hole" -2
"dullard" -2
"eager" -2
"eagre" -2
"gauge" -2
"tidal bore" -2
"blase" -2
"world-weary" -2
"deadening" -3
"dull" -3
"ho-hum" -3
"irksome" -3
"slow" -3
"tedious" -3
"tiresome" -3
"wearisome" -3
"drilling" -3
"oil production" -3
"discommode" -2
"disoblige" -2
"incommode" -2
"inconvenience oneself" -2
"put out" -2
"trouble oneself" -2
"fuss" -2
"hassle" -2
"daunted" -2
"fazed" -2
"audacious" 2
"braw" 2
"gay" 2
"intrepid" 2
"unfearing" 2
"brave out" 2
"endure" 2
"weather" 2
"discovery" 3
"find" 3
"breathless" 5
"buy" -3
"corrupt" -3
"grease one's palms" -3
"payoff" -3
"brilliant" 1
"burnished" 1
"hopeful" 1
"lustrous" 1
"promising" 1
"shining" 1
"shiny" 1
"undimmed" 1
"vivid" 1
"brightly" 1
"brilliantly" 1
"brightness level" 1
"cleverness" 1
"light" 1
"luminance" 1
"luminosity" 1
"luminousness" 1
"smartness" 1
"brainy" 4
"bright" 4
"glorious" 4
"magnificent" 4
"smart as a whip" 4
"splendid" 4
"superb" 4
"vivid" 4
"alert" 2
"bracing" 2
"fresh" 2
"merry" 2
"rattling" 2
"refreshful" 2
"refreshing" 2
"snappy" 2
"spanking" 2
"tonic" 2
"zippy" 2
"brisken" 2
"brisk up" 2
"bust" -1
"skint" -1
"stone-broke" -1
"stony-broke" -1
"broken in" -1
"busted" -1
"confused" -1
"crushed" -1
"disordered" -1
"humbled" -1
"humiliated" -1
"impoverished" -1
"low" -1
"rugged" -1
"unkept" -1
"upset" -1
"wiped out(p)" -1
"broody" -2
"contemplative" -2
"meditative" -2
"musing" -2
"pensive" -2
"pondering" -2
"reflective" -2
"ruminative" -2
"incubation" -2
"pensiveness" -2
"bull" -4
"fake" -4
"talk through one's hat" -4
"crap" -4
"dogshit" -4
"horseshit" -4
"Irish bull" -4
"bang-up" -2
"corking" -2
"cracking" -2
"dandy" -2
"great" -2
"groovy" -2
"keen" -2
"neat" -2
"nifty" -2
"not bad(p)" -2
"peachy" -2
"slap-up" -2
"smashing" -2
"swell" -2
"ballyrag" -2
"boss around" -2
"browbeat" -2
"bullyrag" -2
"hector" -2
"push around" -2
"strong-arm" -2
"swagger" -2
"roughneck" -2
"rowdy" -2
"ruffian" -2
"tough" -2
"yob" -2
"yobbo" -2
"yobo" -2
"blustery" -2
"chirpy" 2
"floaty" 2
"perky" 2
"burthen" -2
"saddle" -2
"weight" -2
"weight down" -2
"core" -2
"effect" -2
"encumbrance" -2
"essence" -2
"gist" -2
"incumbrance" -2
"load" -2
"loading" -2
"onus" -2
"heavy-laden" -2
"loaded down" -2
"unagitated" 2
"becalm" 2
"calm down" 2
"chill out" 2
"cool it" 2
"cool off" 2
"lull" 2
"quiet" 2
"quieten" 2
"sedate" 2
"settle down" 2
"simmer down" 2
"steady" 2
"still" 2
"tranquilize" 2
"tranquillise" 2
"tranquillize" 2
"calm air" 2
"calmness" 2
"composure" 2
"equanimity" 2
"appeasement" 2
"call off" -1
"delete" -1
"offset" -1
"scratch" -1
"scrub" -1
"set off" -1
"strike down" -1
"natural" -1
"off" -1
"Cancer" -1
"Cancer the Crab" -1
"Crab" -1
"genus Cancer" -1
"malignant neoplastic disease" -1
"able" 1
"adequate to(p)" 1
"equal to(p)" 1
"open" 1
"subject" 1
"up to(p)" 1
"beguiled" 3
"charmed" 3
"enthralled" 3
"entranced" 3
"give care" 2
"handle" 2
"manage" 2
"wish" 2
"worry" 2
"aid" 2
"attention" 2
"caution" 2
"charge" 2
"concern" 2
"fear" 2
"forethought" 2
"guardianship" 2
"maintenance" 2
"precaution" 2
"tending" 2
"tutelage" 2
"upkeep" 2
"devil-may-care" 1
"freewheeling" 1
"happy-go-lucky" 1
"harum-scarum" 1
"slaphappy" 1
"unworried" 1
"deliberate" 2
"heedful" 2
"measured" 2
"thrifty" 2
"cautiously" 2
"careless(p)" -2
"regardless" -2
"fatal accident" -2
"injured party" -2
"calamity" -3
"cataclysm" -3
"disaster" -3
"tragedy" -3
"ruinous" -4
"conservative" -1
"timid" -1
"fete" 3
"keep" 3
"lionise" 3
"lionize" 3
"observe" 3
"famed" 3
"famous" 3
"far-famed" 3
"historied" 3
"illustrious" 3
"notable" 3
"noted" 3
"renowned" 3
"storied" 3
"certain(a)" 1
"certain(p)" 1
"sealed" 1
"sure" 1
"abase" -2
"humble" -2
"humiliate" -2
"mortify" -2
"humiliation" -2
"mortification" -2
"abashed" -2
"dispute" -1
"gainsay" -1
"take exception" -1
"casual" 2
"chance(a)" 2
"bump" 2
"encounter" 2
"find" 2
"happen" 2
"fortune" 2
"luck" 2
"probability" 2
"prospect" 2
"bedlam" -2
"Chaos" -2
"pandemonium" -2
"topsy-turvydom" -2
"topsy-turvyness" -2
"disorderly" -2
"helter-skelter" -2
"aerated" -3
"supercharged" -3
"becharm" 3
"beguile" 3
"bewitch" 3
"captivate" 3
"capture" 3
"catch" 3
"enamor" 3
"enamour" 3
"enchant" 3
"entrance" 3
"influence" 3
"tempt" 3
"trance" 3
"appeal" 3
"appealingness" 3
"good luck charm" 3
"magical spell" 3
"magic spell" 3
"spell" 3
"magic" 3
"magical" 3
"sorcerous" 3
"witching(a)" 3
"wizard(a)" 3
"wizardly" 3
"castigate" -3
"chasten" -3
"correct" -3
"objurgate" -3
"chicane" -3
"chisel" -3
"chouse" -3
"jockey" -3
"rip off" -3
"screw" -3
"shaft" -3
"bearded darnel" -3
"beguiler" -3
"Bromus secalinus" -3
"cheating" -3
"chess" -3
"darnel" -3
"deceiver" -3
"Lolium temulentum" -3
"rig" -3
"slicker" -3
"tare" -3
"trickster" -3
"barrack" 2
"cheer up" 2
"chirk up" 2
"embolden" 2
"exhort" 2
"hearten" 2
"jolly along" 2
"jolly up" 2
"pep up" 2
"recreate" 2
"root on" 2
"urge" 2
"urge on" 2
"cheerfulness" 2
"sunniness" 2
"pollyannaish" 2
"upbeat" 2
"satisfying" 2
"shouting" 2
"uncheerful" -2
"gay" 3
"sunny" 3
"care for" 2
"hold dear" 2
"precious" 2
"treasured" 2
"wanted" 2
"smart" 2
"voguish" 2
"chichi" 2
"chicness" 2
"last word" 2
"modishness" 2
"smartness" 2
"stylishness" 2
"swank" 2
"infantile" -2
"scarey" -1
"scary" -1
"shivery" -1
"shuddery" -1
"cooling" -1
"temperature reduction" -1
"asphyxiate" -2
"back up" -2
"buy the farm" -2
"cash in one's chips" -2
"choke off" -2
"clog" -2
"clog up" -2
"congest" -2
"conk" -2
"croak" -2
"decease" -2
"die" -2
"drop dead" -2
"exit" -2
"expire" -2
"foul" -2
"fret" -2
"give-up the ghost" -2
"go" -2
"kick the bucket" -2
"pass" -2
"pass away" -2
"perish" -2
"pop off" -2
"scrag" -2
"snuff it" -2
"stifle" -2
"strangle" -2
"suffocate" -2
"throttle" -2
"choke coil" -2
"choking coil" -2
"clogged" -2
"strangling" -2
"strangulation" -2
"throttling" -2
"clearness" 2
"limpidity" 2
"lucidity" 2
"lucidness" 2
"pellucidity" 2
"uncloudedness" 2
"collide" -2
"jar" -2
"brush" -2
"clang" -2
"clangor" -2
"clangoring" -2
"clangour" -2
"clank" -2
"encounter" -2
"friction" -2
"skirmish" -2
"posh" 3
"swish" 3
"blank" 2
"clean-living" 2
"light" 2
"neat" 2
"sporting" 2
"sportsmanlike" 2
"sporty" 2
"unclouded" 2
"uncontaminating" 2
"uninfected" 2
"unobjectionable" 2
"white" 2
"fairly" 2
"plum" 2
"plumb" 2
"clean house" 2
"cleanse" 2
"houseclean" 2
"make clean" 2
"pick" 2
"scavenge" 2
"strip" 2
"clean and jerk" 2
"cleanser" 2
"cleansing agent" 2
"dry cleaner" 2
"absolved" 1
"clean" 1
"clean-cut" 1
"clear-cut" 1
"clear(p)" 1
"decipherable" 1
"exculpated" 1
"exonerated" 1
"percipient" 1
"readable" 1
"unclouded" 1
"unmortgaged" 1
"vindicated" 1
"well-defined" 1
"all the way" 1
"acquit" 1
"assoil" 1
"authorise" 1
"authorize" 1
"brighten" 1
"bring in" 1
"clear up" 1
"crystalise" 1
"crystalize" 1
"crystallise" 1
"crystallize" 1
"discharge" 1
"earn" 1
"elucidate" 1
"enlighten" 1
"exculpate" 1
"exonerate" 1
"gain" 1
"illuminate" 1
"light up" 1
"make" 1
"net" 1
"pass" 1
"realise" 1
"realize" 1
"sack" 1
"sack up" 1
"shed light on" 1
"sort out" 1
"straighten out" 1
"top" 1
"unclutter" 1
"distinctly" 1
"intelligibly" 1
"understandably" 1
"apt" 2
"cagey" 2
"cagy" 2
"canny" 2
"cunning" 2
"ingenious" 2
"blurred" -1
"cloud-covered" -1
"overcast" -1
"sunless" -1
"prance" -5
"ruffle" -5
"sashay" -5
"strut" -5
"swagger" -5
"tittup" -5
"dick" -5
"hammer" -5
"pecker" -5
"peter" -5
"putz" -5
"rooster" -5
"shaft" -5
"stopcock" -5
"tool" -5
"turncock" -5
"break" -2
"break down" -2
"break up" -2
"burst" -2
"cave in" -2
"crack" -2
"crack up" -2
"crock up" -2
"crumble" -2
"crumple" -2
"fall in" -2
"founder" -2
"give" -2
"give way" -2
"tumble" -2
"prostration" -2
"clash" -1
"jar" -1
"hit" -2
"armed combat" -1
"fighting" -1
"scrap" -1
"clowning" 1
"drollery" 1
"funniness" 1
"console" 2
"solace" 2
"soothe" 2
"comfortableness" 2
"comforter" 2
"consolation" 2
"puff" 2
"quilt" 2
"comfy" 2
"easy" 2
"prosperous" 2
"well-fixed" 2
"well-heeled" 2
"well-off" 2
"well-situated" 2
"well-to-do" 2
"consolatory" 2
"consoling" 2
"amenities" 2
"conveniences" 2
"creature comforts" 2
"remember" 2
"charge" 1
"confide" 1
"consecrate" 1
"dedicate" 1
"devote" 1
"entrust" 1
"give" 1
"institutionalise" 1
"institutionalize" 1
"intrust" 1
"invest" 1
"perpetrate" 1
"place" 1
"practice" 1
"put" 1
"send" 1
"allegiance" 2
"committal" 2
"committedness" 2
"consignment" 2
"dedication" 2
"loyalty" 2
"attached" 1
"condole with" 2
"feel for" 2
"pity" 2
"sympathize with" 2
"competitory" 2
"free-enterprise(a)" 2
"militant" 2
"private-enterprise(a)" 2
"self-complacent" -2
"self-satisfied" -2
"kick" -2
"kvetch" -2
"plain" -2
"quetch" -2
"sound off" -2
"comp" 2
"comprehensive examination" 2
"accommodate" 2
"make up" 2
"patch up" 2
"reconcile" 2
"settle" 2
"decry" -2
"excoriate" -2
"objurgate" -2
"reprobate" -2
"conviction" -2
"curse" -2
"disapprobation" -2
"execration" -2
"judgment of conviction" -2
"assurance" 2
"authority" 2
"self-assurance" 2
"self-confidence" 2
"sureness" 2
"trust" 2
"confident(p)" 2
"convinced(p)" 2
"positive(p)" 2
"surefooted" 2
"sure-footed" 2
"contravene" -2
"infringe" -2
"run afoul" -2
"battle" -2
"difference" -2
"difference of opinion" -2
"engagement" -2
"fight" -2
"at odds(p)" -2
"contradictory" -2
"self-contradictory" -2
"bedevil" -2
"befuddle" -2
"blur" -2
"confound" -2
"discombobulate" -2
"disconcert" -2
"flurry" -2
"fox" -2
"fuddle" -2
"jumble" -2
"mix up" -2
"obnubilate" -2
"obscure" -2
"put off" -2
"throw" -2
"at sea" -2
"baffled" -2
"befuddled" -2
"bemused" -2
"bewildered" -2
"broken" -2
"confounded" -2
"disconnected" -2
"disordered" -2
"garbled" -2
"illogical" -2
"lost" -2
"mazed" -2
"mixed-up" -2
"scattered" -2
"unconnected" -2
"perplexing" -2
"puzzling" -2
"compliment" 2
"felicitate" 2
"plume" 2
"preen" 2
"pride" 2
"felicitation" 2
"extolment" 2
"kudos" 2
"praise" 2
"accept" 2
"go for" 2
"cabal" -3
"confederacy" -3
"forced" -2
"strained" -2
"contagious disease" -2
"infection" -2
"transmission" -2
"catching" -1
"communicable" -1
"contractable" -1
"transmissible" -1
"transmittable" -1
"despite" -2
"disdainful" -2
"contumeliously" -2
"disdainfully" -2
"scornfully" -2
"argue" -1
"compete" -1
"contest" -1
"cope" -1
"deal" -1
"debate" -1
"fence" -1
"get by" -1
"grapple" -1
"make do" -1
"make out" -1
"manage" -1
"postulate" -1
"repugn" -1
"vie" -1
"challenger" -1
"competition" -1
"competitor" -1
"rival" -1
"combative" -2
"disputatious" -2
"disputative" -2
"polemically" -2
"convert" 1
"win over" 1
"confident(p)" 1
"convinced(p)" 1
"positive(p)" 1
"good-time" 2
"coolheaded" 1
"nerveless" 1
"chill" 1
"cool down" 1
"cool off" 1
"aplomb" 1
"assuredness" 1
"poise" 1
"sang-froid" 1
"at bay(p)" -2
"treed" -2
"cadaver" -1
"clay" -1
"remains" -1
"stiff" -1
"dearly-won" -2
"dear(p)" -2
"high-priced" -2
"pricey" -2
"pricy" -2
"braveness" 2
"bravery" 2
"courageousness" 2
"gracious" 2
"nice" 2
"good manners" 2
"Coward" -2
"Noel Coward" -2
"Sir Noel Pierce Coward" -2
"cosiness" 2
"snugness" 2
"halter" -1
"hamper" -1
"strangle" -1
"cramp iron" -1
"muscle spasm" -1
"spasm" -1
"ca-ca" -3
"defecate" -3
"make" -3
"stool" -3
"take a crap" -3
"take a shit" -3
"bull" -3
"bullshit" -3
"dirt" -3
"dogshit" -3
"horseshit" -3
"Irish bull" -3
"poop" -3
"shite" -3
"turd" -3
"barge in" -2
"break apart" -2
"dash" -2
"doss" -2
"doss down" -2
"gate-crash" -2
"go down" -2
"ram" -2
"smash" -2
"brainsick" -2
"demented" -2
"dotty" -2
"gaga" -2
"half-baked" -2
"mad" -2
"screwball" -2
"softheaded" -2
"unbalanced" -2
"unhinged" -2
"wild" -2
"looney" -2
"loony" -2
"nutcase" -2
"weirdo" -2
"originative" 2
"chapfallen" -2
"chopfallen" -2
"deflated" -2
"criminal offence" -3
"criminal offense" -3
"law-breaking" -3
"offence" -3
"offense" -3
"condemnable" -3
"deplorable" -3
"felonious" -3
"reprehensible" -3
"vicious" -3
"crook" -3
"felon" -3
"malefactor" -3
"outlaw" -3
"critique" -2
"literary criticism" -2
"unfavorable judgment" -2
"criticise" -2
"knock" -2
"pick apart" -2
"barbarous" -3
"brutal" -3
"fell" -3
"roughshod" -3
"savage" -3
"cruelness" -3
"harshness" -3
"inhuman treatment" -3
"mercilessness" -3
"pitilessness" -3
"ruthlessness" -3
"beat" -1
"beat out" -1
"break down" -1
"demolish" -1
"mash" -1
"oppress" -1
"shell" -1
"smash" -1
"squash" -1
"squeeze" -1
"squelch" -1
"suppress" -1
"trounce" -1
"vanquish" -1
"calf love" -1
"compaction" -1
"crunch" -1
"crushed leather" -1
"infatuation" -1
"press" -1
"puppy love" -1
"humbled" -2
"humiliated" -2
"low" -2
"devastating" -1
"quelling" -1
"stifling" -1
"suppression" -1
"blazon out" -1
"call" -1
"call out" -1
"cry out" -1
"exclaim" -1
"holler" -1
"hollo" -1
"outcry" -1
"scream" -1
"shout" -1
"shout out" -1
"squall" -1
"weep" -1
"yell" -1
"battle cry" -1
"rallying cry" -1
"vociferation" -1
"war cry" -1
"watchword" -1
"clamant" -2
"crying(a)" -2
"egregious" -2
"exigent" -2
"flagrant" -2
"glaring" -2
"insistent" -2
"instant" -2
"rank" -2
"puss" -5
"pussy" -5
"slit" -5
"snatch" -5
"funny" 1
"odd" 1
"peculiar" 1
"queer" 1
"rum" 1
"rummy" 1
"singular" 1
"anathemise" -1
"anathemize" -1
"bedamn" -1
"beshrew" -1
"blaspheme" -1
"cuss" -1
"damn" -1
"excommunicate" -1
"imprecate" -1
"maledict" -1
"swear" -1
"unchurch" -1
"bane" -1
"condemnation" -1
"curse word" -1
"execration" -1
"expletive" -1
"hex" -1
"jinx" -1
"nemesis" -1
"oath" -1
"scourge" -1
"swearing" -1
"swearword" -1
"torment" -1
"whammy" -1
"emasculated" -1
"gelded" -1
"mown" -1
"shortened" -1
"slashed" -1
"thinned" -1
"trimmed" -1
"weakened" -1
"abbreviate" -1
"abridge" -1
"bring down" -1
"burn" -1
"contract" -1
"curve" -1
"cut back" -1
"cut down" -1
"cut off" -1
"dilute" -1
"disregard" -1
"edit" -1
"edit out" -1
"foreshorten" -1
"geld" -1
"hack" -1
"issue" -1
"prune" -1
"reduce" -1
"sheer" -1
"shorten" -1
"skip" -1
"slew" -1
"slue" -1
"snub" -1
"swerve" -1
"switch off" -1
"tailor" -1
"thin" -1
"thin out" -1
"trend" -1
"trim" -1
"trim back" -1
"trim down" -1
"turn off" -1
"turn out" -1
"veer" -1
"write out" -1
"baseball swing" -1
"cold shoulder" -1
"cut of meat" -1
"cutting off" -1
"deletion" -1
"excision" -1
"gash" -1
"slash" -1
"slice" -1
"stinger" -1
"swing" -1
"track" -1
"undercut" -1
"bleak" -1
"edged" -1
"keen" -1
"knifelike" -1
"lancinate" -1
"lancinating" -1
"piercing" -1
"raw" -1
"stabbing" -1
"stinging" -1
"carving" -1
"clipping" -1
"film editing" -1
"newspaper clipping" -1
"press clipping" -1
"press cutting" -1
"slip" -1
"thinning" -1
"Cynic" -2
"faultfinder" -2
"misanthropic" -2
"misanthropical" -2
"equipment casualty" -3
"harm" -3
"impairment" -3
"legal injury" -3
"price" -3
"scathe" -3
"terms" -3
"wrong" -3
"amends" -3
"indemnification" -3
"indemnity" -3
"redress" -3
"restitution" -3
"blame" -4
"blamed" -4
"blasted" -4
"blessed" -4
"darned" -4
"deuced" -4
"goddam" -4
"goddamn" -4
"goddamned" -4
"infernal" -4
"all-fired" -4
"bloody" -4
"anathemise" -4
"anathemize" -4
"bedamn" -4
"beshrew" -4
"curse" -4
"imprecate" -4
"maledict" -4
"darn" -4
"hoot" -4
"red cent" -4
"shucks" -4
"tinker's dam" -4
"tinker's damn" -4
"cursed" -4
"doomed" -4
"unredeemed" -4
"unsaved" -4
"cursedly" -4
"damnably" -4
"temerarious" 2
"harum-scarum" 2
"hothead" 2
"lunatic" 2
"madcap" 2
"swashbuckler" 2
"avant-garde" 2
"venturesome" 2
"venturous" 2
"boldness" 2
"dare" 2
"hardihood" 2
"hardiness" 2
"dark" -1
"duskiness" -1
"iniquity" -1
"shadow" -1
"swarthiness" -1
"wickedness" -1
"all in(p)" -3
"beat(p)" -3
"bushed(p)" -3
"dead(a)" -3
"deadened" -3
"dead(p)" -3
"drained" -3
"idle" -3
"numb(p)" -3
"stagnant" -3
"utter" -3
"abruptly" -3
"absolutely" -3
"perfectly" -3
"short" -3
"suddenly" -3
"utterly" -3
"dead end" -2
"impasse" -2
"stalemate" -2
"standstill" -2
"earsplitting" -1
"thunderous" -1
"thundery" -1
"beloved" 2
"costly" 2
"darling" 2
"dear(p)" 2
"devout" 2
"good" 2
"heartfelt" 2
"high-priced" 2
"near" 2
"pricey" 2
"pricy" 2
"affectionately" 2
"dearly" 2
"dearest" 2
"honey" 2
"lamb" 2
"love" 2
"affectionately" 3
"in a heartfelt way" 3
"Death" -2
"demise" -2
"destruction" -2
"dying" -2
"end" -2
"expiry" -2
"last" -2
"chipper" 2
"debonaire" 2
"debonnaire" 2
"dissembling" -3
"dissimulation" -3
"fraudulence" -3
"misrepresentation" -3
"ambidextrous" -3
"double-dealing" -3
"double-faced" -3
"double-tongued" -3
"duplicitous" -3
"fallacious" -3
"fraudulent" -3
"Janus-faced" -3
"two-faced" -3
"cozen" -3
"delude" -3
"lead on" -3
"conjuration" -3
"conjuring trick" -3
"illusion" -3
"legerdemain" -3
"magic" -3
"magic trick" -3
"thaumaturgy" -3
"trick" -3
"critical" 1
"consecrated" 2
"discomfited" -2
"foiled" -2
"desert" -3
"blemish" -3
"fault" -3
"flaw" -3
"mar" -3
"shortcoming" -3
"guardian" 2
"protector" 2
"shielder" 2
"withstander" 2
"defenceless" -2
"naked" -2
"defencelessly" -2
"defenselessly" -2
"accede" -1
"bow" -1
"give in" -1
"hold over" -1
"prorogue" -1
"put off" -1
"put over" -1
"remit" -1
"set back" -1
"shelve" -1
"submit" -1
"table" -1
"noncompliant" -1
"shortfall" -2
"cheapen" -2
"demean" -2
"put down" -2
"take down" -2
"debased" -2
"debauched" -2
"degenerate" -2
"devalued" -2
"dissipated" -2
"dissolute" -2
"fast" -2
"libertine" -2
"profligate" -2
"riotous" -2
"dehumanise" -2
"dehumanised" -2
"unhuman" -2
"cast down" -2
"demoralise" -2
"demoralize" -2
"depress" -2
"dispirit" -2
"get down" -2
"check" -1
"detain" -1
"hold up" -1
"retard" -1
"stay" -1
"holdup" -1
"postponement" -1
"time lag" -1
"enjoy" 3
"enthrall" 3
"please" 3
"ravish" 3
"revel" 3
"transport" 3
"delectation" 3
"ask" -1
"call for" -1
"exact" -1
"involve" -1
"necessitate" -1
"need" -1
"require" -1
"requirement" -1
"demo" -1
"manifestation" -1
"monstrance" -1
"presentation" -1
"presentment" -1
"demoralised" -2
"betray" -2
"brand" -2
"give away" -2
"grass" -2
"mark" -2
"rat" -2
"shit" -2
"shop" -2
"snitch" -2
"stag" -2
"stigmatise" -2
"stigmatize" -2
"tell on" -2
"abnegate" -2
"traverse" -2
"blue" -2
"dispirited" -2
"down in the mouth" -2
"down(p)" -2
"grim" -2
"low-spirited" -2
"jump" -2
"ridicule" -2
"suitable" 2
"hope" 1
"coveted" 2
"craved" 2
"in demand(p)" 2
"sought after" 2
"wishful" 2
"desperation" -3
"do-or-die(a)" -3
"heroic" -3
"urgently" -3
"heartsick" -3
"demolish" -3
"destruct" -3
"put down" -3
"ruined" -3
"death" -3
"demolition" -3
"devastation" -3
"end" -3
"wipeout" -3
"degage" -1
"free" -1
"separated" -1
"set-apart" -1
"unaffectionate" -1
"uncaring" -1
"uninvolved" -1
"confine" -2
"delay" -2
"hold up" -2
"custody" -2
"detainment" -2
"compulsive" 2
"dictated" 2
"driven" 2
"set" 2
"lay waste to" -2
"ravage" -2
"scourge" -2
"waste" -2
"annihilating" -2
"annihilative" -2
"crushing" -2
"withering" -2
"devoted(p)" 3
"adamant" 1
"ball field" 1
"baseball diamond" 1
"baseball field" 1
"infield" 1
"rhomb" 1
"rhombus" 1
"cock" -4
"gumshoe" -4
"hawkshaw" -4
"pecker" -4
"peter" -4
"putz" -4
"shaft" -4
"tool" -4
"become flat" -3
"break down" -3
"buy the farm" -3
"cash in one's chips" -3
"choke" -3
"conk" -3
"conk out" -3
"croak" -3
"decease" -3
"die out" -3
"drop dead" -3
"exit" -3
"expire" -3
"give out" -3
"give-up the ghost" -3
"give way" -3
"go" -3
"go bad" -3
"kick the bucket" -3
"pall" -3
"pass" -3
"pass away" -3
"perish" -3
"pop off" -3
"snuff it" -3
"dice" -3
"unmanageable" -1
"shy" -2
"unsure" -2
"quandary" -1
"ungraded" -2
"crap" -2
"filth" -2
"grease" -2
"grime" -2
"grunge" -2
"malicious gossip" -2
"poop" -2
"scandal" -2
"shite" -2
"soil" -2
"stain" -2
"turd" -2
"cheating(a)" -2
"contaminating" -2
"dingy" -2
"filthy" -2
"ill-gotten" -2
"lousy" -2
"marked-up" -2
"muddied" -2
"muddy" -2
"soiled" -2
"sordid" -2
"unclean" -2
"unsporting" -2
"unsportsmanlike" -2
"begrime" -2
"bemire" -2
"colly" -2
"crippling" -1
"disqualifying" -1
"incapacitating" -1
"disfavor" -2
"disfavour" -2
"deprived" -2
"evaporate" -1
"go away" -1
"melt" -1
"vanish" -1
"let down" -2
"dissatisfactory" -2
"unsatisfying" -2
"dashing hopes" -2
"letdown" -2
"calamity" -2
"cataclysm" -2
"catastrophe" -2
"black" -3
"calamitous" -3
"fatal" -3
"fateful" -3
"discredit" -2
"cast aside" -1
"cast away" -1
"chuck out" -1
"dispose" -1
"fling" -1
"put away" -1
"throw away" -1
"throw out" -1
"toss" -1
"toss away" -1
"toss out" -1
"throwing away" -1
"cast-off(a)" -1
"throwaway(a)" -1
"thrown-away(a)" -1
"dark" -2
"drab" -2
"drear" -2
"inconsolable" -2
"sorry" -2
"unconsolable" -2
"discontent" -2
"disaccord" -2
"disagree" -2
"discordance" -2
"dissension" -2
"strife" -2
"damaged" -2
"dishonored" -2
"contemn" -2
"despise" -2
"freeze off" -2
"pooh-pooh" -2
"reject" -2
"spurn" -2
"turn down" -2
"condescension" -2
"patronage" -2
"attaint" -2
"dishonor" -2
"dishonour" -2
"ignominy" -2
"mask" -1
"camouflage" -1
"cloaked" -1
"masked" -1
"churn up" -3
"gross out" -3
"nauseate" -3
"repel" -3
"revolt" -3
"sicken" -3
"fed up(p)" -3
"sick of(p)" -3
"sick(p)" -3
"tired of(p)" -3
"disgustful" -3
"distasteful" -3
"foul" -3
"loathly" -3
"loathsome" -3
"repellant" -3
"repellent" -3
"repelling" -3
"revolting" -3
"skanky" -3
"wicked" -3
"yucky" -3
"bribable" -2
"corruptible" -2
"dishonorable" -2
"purchasable" -2
"venal" -2
"dislocated" -2
"separated" -2
"disapproval" -2
"cark" -2
"disarray" -2
"perturb" -2
"unhinge" -2
"disorderliness" -2
"disorganised" -2
"alienated" -2
"anomic" -2
"derogative" -2
"derogatory" -2
"altercate" -2
"argufy" -2
"challenge" -2
"gainsay" -2
"quarrel" -2
"scrap" -2
"contravention" -2
"unease" -2
"uneasiness" -2
"brush aside" -2
"brush off" -2
"cut" -2
"discount" -2
"dismiss" -2
"ignore" -2
"push aside" -2
"forgotten" -2
"disregardless" -2
"irrespective" -2
"no matter" -2
"disesteem" -2
"discourtesy" -2
"commotion" -2
"dislocation" -2
"disturbance" -2
"flutter" -2
"gap" -2
"hoo-ha" -2
"hoo-hah" -2
"hurly burly" -2
"kerfuffle" -2
"perturbation" -2
"to-do" -2
"tumultuous" -2
"turbulent" -2
"disgruntled" -2
"color" -2
"colour" -2
"contort" -2
"deform" -2
"falsify" -2
"garble" -2
"strain" -2
"tinge" -2
"twine" -2
"twist" -2
"warp" -2
"wring" -2
"deformed" -2
"ill-shapen" -2
"malformed" -2
"misrepresented" -2
"misshapen" -2
"perverted" -2
"twisted" -2
"deflect" -2
"distrait" -2
"beguilement" -2
"misdirection" -2
"straiten" -2
"distraint" -2
"disquieted" -2
"dysphoric" -2
"hard-pressed" -2
"hard put" -2
"in a bad way(p)" -2
"deplorable" -2
"distressful" -2
"lamentable" -2
"perturbing" -2
"pitiful" -2
"troubling" -2
"worrisome" -2
"worrying" -2
"mistrust" -3
"suspect" -3
"distrustfulness" -3
"misgiving" -3
"suspicion" -3
"agitate" -2
"commove" -2
"raise up" -2
